credit_amount,checking_status,age,duration,purpose,credit_history,employment,savings_status,property_magnitude,residence_since,installment_commitment,personal_status,job,other_payment_plans,housing,existing_credits,class
1572.0,0,36.0,21.0,0,3,4,4,3,4.0,4.0,0,3,0,1,1.0,1
2718.0,2,20.0,24.0,4,3,2,1,1,4.0,3.0,0,3,1,2,1.0,0
1358.0,1,40.0,24.0,5,0,4,0,0,3.0,4.0,3,0,2,1,1.0,0
931.0,2,32.0,6.0,4,0,1,2,1,1.0,1.0,0,3,2,1,1.0,0
1442.0,1,23.0,24.0,4,3,3,1,0,4.0,4.0,0,1,1,2,2.0,0
4241.0,2,36.0,24.0,0,4,2,1,3,4.0,1.0,3,3,1,1,3.0,0
2775.0,0,31.0,18.0,4,1,3,1,1,2.0,2.0,3,1,0,1,2.0,0
3863.0,0,32.0,24.0,0,2,2,1,2,2.0,1.0,3,1,1,0,1.0,1
2329.0,2,45.0,7.0,6,3,1,1,3,1.0,1.0,0,1,1,1,1.0,1
918.0,2,30.0,9.0,3,3,2,1,1,1.0,4.0,0,1,1,1,1.0,0
1837.0,2,34.0,24.0,2,0,3,1,2,4.0,4.0,0,3,0,0,1.0,0
3349.0,0,28.0,36.0,3,3,2,1,0,2.0,4.0,0,0,1,1,1.0,0
1275.0,3,23.0,10.0,3,3,1,1,1,2.0,4.0,0,1,1,1,1.0,1
2828.0,1,22.0,24.0,3,0,2,3,3,4.0,4.0,3,1,2,1,1.0,1
4526.0,0,74.0,24.0,0,1,2,1,3,2.0,3.0,3,0,1,1,1.0,1
2671.0,2,50.0,36.0,6,3,2,2,2,4.0,4.0,0,1,1,0,1.0,0
2051.0,0,33.0,18.0,6,3,1,1,3,1.0,4.0,3,1,1,1,1.0,1
1300.0,0,45.0,15.0,9,3,4,0,2,4.0,4.0,3,1,0,0,1.0,1
741.0,1,22.0,12.0,1,3,0,2,1,3.0,4.0,0,1,1,1,1.0,0
1240.0,3,48.0,10.0,4,3,4,2,2,4.0,1.0,0,3,1,0,1.0,0
3357.0,1,29.0,21.0,6,3,1,4,0,2.0,4.0,0,1,0,1,1.0,1
3632.0,1,22.0,24.0,9,0,2,1,0,4.0,1.0,0,1,0,2,1.0,1
1808.0,0,22.0,18.0,3,2,3,1,3,1.0,4.0,0,1,1,1,1.0,0
12204.0,2,48.0,48.0,0,4,2,0,0,2.0,2.0,3,0,0,1,1.0,1
9157.0,2,27.0,60.0,6,2,2,0,2,2.0,2.0,3,0,1,0,1.0,1
3676.0,1,37.0,6.0,4,1,2,1,3,3.0,1.0,3,1,1,2,3.0,1
3441.0,2,21.0,30.0,3,3,2,2,0,4.0,2.0,0,1,1,2,1.0,0
640.0,0,49.0,12.0,4,3,2,1,3,2.0,4.0,1,3,1,1,1.0,1
3652.0,2,27.0,21.0,0,1,3,1,1,3.0,2.0,3,1,1,1,2.0,1
1530.0,0,32.0,18.0,4,1,2,1,1,2.0,3.0,3,1,0,1,2.0,0
3914.0,0,38.0,48.0,0,3,2,0,3,2.0,4.0,1,1,0,1,1.0,0
1858.0,1,22.0,12.0,3,3,1,1,0,1.0,4.0,0,1,1,2,1.0,1
2600.0,1,65.0,18.0,6,3,2,1,2,4.0,4.0,3,1,1,0,2.0,0
1979.0,0,35.0,15.0,6,3,4,0,0,2.0,4.0,3,1,1,1,1.0,1
2116.0,3,41.0,6.0,3,3,2,1,3,2.0,2.0,3,1,1,1,1.0,1
1437.0,2,29.0,9.0,4,0,3,2,2,3.0,2.0,3,1,1,1,1.0,0
4042.0,0,36.0,42.0,3,1,2,3,3,4.0,4.0,3,1,1,1,2.0,1
3832.0,0,64.0,9.0,2,3,4,0,3,4.0,1.0,3,3,1,1,1.0,1
3660.0,1,28.0,24.0,6,3,2,1,0,4.0,2.0,0,1,1,1,1.0,1
1553.0,1,44.0,18.0,3,0,2,1,0,3.0,4.0,3,1,0,1,1.0,0
1444.0,2,23.0,15.0,6,3,1,0,1,1.0,4.0,3,1,1,1,1.0,1
1980.0,0,19.0,9.0,3,3,1,1,0,2.0,2.0,0,1,1,2,2.0,0
1355.0,2,25.0,24.0,4,3,1,1,0,4.0,3.0,0,3,1,1,1.0,0
1393.0,0,47.0,12.0,2,3,4,1,1,4.0,4.0,3,1,0,1,3.0,1
1376.0,0,28.0,24.0,6,3,3,3,0,1.0,4.0,0,1,1,1,1.0,1
15653.0,0,21.0,60.0,6,2,3,1,0,4.0,2.0,3,1,1,1,2.0,1
1493.0,0,34.0,12.0,6,3,1,1,0,3.0,4.0,0,1,1,1,1.0,1
4370.0,1,26.0,42.0,6,2,3,1,1,2.0,3.0,3,1,0,1,2.0,0
750.0,1,27.0,18.0,2,3,0,1,3,1.0,4.0,0,2,1,1,1.0,0
1308.0,2,38.0,15.0,7,3,4,1,0,4.0,4.0,3,3,1,1,2.0,1
4623.0,0,40.0,15.0,2,3,2,2,1,2.0,3.0,3,0,1,1,1.0,0
1851.0,0,33.0,24.0,6,1,3,1,0,2.0,4.0,2,1,1,1,2.0,1
1880.0,1,32.0,18.0,6,1,3,1,1,1.0,4.0,2,0,1,1,2.0,1
7980.0,0,27.0,36.0,0,2,1,0,0,4.0,4.0,3,1,1,2,2.0,0
4583.0,1,32.0,30.0,3,4,2,1,3,2.0,2.0,1,1,1,1,2.0,1
1386.0,0,26.0,12.0,4,3,2,3,1,2.0,2.0,0,1,1,1,1.0,0
947.0,3,38.0,24.0,4,3,3,1,2,3.0,4.0,3,1,0,0,1.0,0
684.0,1,40.0,12.0,2,3,2,1,0,4.0,4.0,3,3,1,2,1.0,0
7476.0,1,50.0,48.0,2,3,3,1,2,1.0,4.0,3,0,1,0,1.0,1
1922.0,2,37.0,12.0,3,3,2,1,1,2.0,4.0,3,3,1,1,1.0,0
2303.0,1,45.0,24.0,4,3,4,1,3,1.0,4.0,3,1,1,1,1.0,0
8086.0,2,42.0,36.0,4,2,4,2,0,4.0,2.0,3,0,1,1,4.0,0
2346.0,0,35.0,24.0,9,1,3,1,0,3.0,4.0,3,1,1,1,2.0,1
3973.0,1,22.0,14.0,4,3,0,1,2,4.0,1.0,3,1,1,0,1.0,1
888.0,2,41.0,12.0,4,3,4,1,0,4.0,4.0,3,3,0,1,1.0,0
10222.0,0,37.0,48.0,6,3,3,0,0,3.0,4.0,3,1,2,1,1.0,1
4221.0,2,28.0,30.0,0,4,2,1,0,1.0,2.0,0,1,1,1,2.0,1
6361.0,2,41.0,18.0,3,1,4,1,2,1.0,2.0,3,1,1,1,1.0,1
1297.0,3,23.0,12.0,6,3,2,1,3,4.0,3.0,2,1,1,2,1.0,1
900.0,1,23.0,12.0,4,3,2,0,0,2.0,4.0,2,1,1,1,1.0,0
2241.0,0,50.0,21.0,3,3,4,1,3,2.0,4.0,3,1,1,1,2.0,1
1050.0,2,35.0,6.0,3,2,0,1,1,1.0,4.0,3,0,2,1,2.0,1
1047.0,3,50.0,6.0,2,1,2,1,1,4.0,2.0,0,3,1,1,1.0,1
6314.0,0,27.0,24.0,5,1,0,1,2,2.0,4.0,3,0,0,1,2.0,1
3496.0,2,34.0,30.0,3,0,2,4,0,2.0,4.0,3,1,2,1,1.0,1
3609.0,0,27.0,48.0,0,0,2,1,3,1.0,1.0,0,1,2,1,1.0,1
4843.0,1,43.0,12.0,4,1,4,1,1,4.0,3.0,3,1,1,2,2.0,0
3017.0,3,47.0,30.0,6,1,4,1,1,4.0,4.0,3,1,1,1,1.0,1
4139.0,0,27.0,24.0,0,1,2,2,1,3.0,3.0,3,3,1,1,2.0,1
5742.0,0,31.0,36.0,0,3,3,2,0,2.0,2.0,3,1,1,1,2.0,1
10366.0,0,42.0,60.0,4,3,4,1,1,4.0,2.0,3,0,1,1,1.0,1
2080.0,0,24.0,6.0,4,1,2,3,0,2.0,1.0,2,1,1,1,1.0,1
2580.0,0,41.0,21.0,0,2,1,3,3,2.0,4.0,3,3,0,1,1.0,0
4530.0,0,26.0,30.0,6,1,3,1,0,4.0,4.0,0,0,1,2,1.0,1
5150.0,0,33.0,24.0,3,1,4,1,0,4.0,4.0,3,1,1,1,1.0,1
5595.0,2,24.0,72.0,6,3,2,2,0,2.0,2.0,2,1,1,1,1.0,0
2384.0,1,64.0,24.0,6,3,4,1,3,4.0,4.0,3,3,0,2,1.0,1
1453.0,0,26.0,18.0,6,3,1,1,3,1.0,3.0,0,1,1,1,1.0,1
1538.0,0,56.0,6.0,2,3,1,1,2,2.0,1.0,0,1,1,1,1.0,1
2279.0,0,37.0,12.0,6,3,2,0,2,4.0,4.0,3,1,1,0,1.0,1
1478.0,0,33.0,15.0,6,2,2,1,3,3.0,4.0,2,1,0,1,2.0,1
5103.0,0,47.0,24.0,6,1,1,1,2,3.0,3.0,2,1,1,0,3.0,1
9857.0,2,31.0,36.0,0,2,3,2,1,3.0,1.0,3,3,1,1,2.0,1
6527.0,0,34.0,60.0,4,3,2,0,2,4.0,4.0,3,1,1,0,1.0,1
1347.0,3,27.0,10.0,6,1,3,0,1,2.0,4.0,3,1,1,1,2.0,1
2862.0,2,30.0,36.0,4,2,4,2,2,3.0,4.0,3,1,1,0,1.0,1
2753.0,0,35.0,9.0,6,3,4,2,0,4.0,3.0,3,1,1,1,1.0,1
3651.0,1,31.0,12.0,4,3,2,4,1,3.0,1.0,3,1,1,1,1.0,1
975.0,1,25.0,15.0,3,1,2,1,1,3.0,2.0,1,1,1,1,2.0,1
2631.0,2,25.0,15.0,7,3,2,2,3,2.0,3.0,0,3,1,1,1.0,1
2896.0,2,29.0,24.0,6,3,1,2,0,1.0,2.0,3,1,1,1,1.0,1
4716.0,1,44.0,6.0,4,1,1,0,3,3.0,1.0,3,3,1,1,2.0,1
2284.0,0,28.0,24.0,6,3,3,1,0,2.0,4.0,3,1,1,1,1.0,1
1236.0,0,50.0,6.0,9,3,2,3,1,4.0,2.0,3,1,1,2,1.0,1
1103.0,2,29.0,12.0,6,3,3,1,3,3.0,4.0,3,1,1,1,2.0,1
926.0,0,38.0,12.0,4,1,0,1,1,2.0,1.0,0,2,1,1,1.0,1
1800.0,0,24.0,18.0,6,1,2,1,0,2.0,4.0,3,1,1,1,2.0,1
1905.0,3,40.0,15.0,2,3,4,1,0,4.0,4.0,3,0,1,2,1.0,1
1123.0,0,29.0,12.0,3,3,2,3,0,4.0,4.0,0,3,1,2,1.0,0
6331.0,1,46.0,48.0,9,1,4,1,2,4.0,4.0,3,1,1,0,2.0,0
1377.0,3,47.0,24.0,6,3,4,2,2,2.0,4.0,0,1,1,0,1.0,1
2503.0,2,41.0,30.0,0,2,4,2,1,2.0,4.0,3,1,2,1,2.0,1
2528.0,2,32.0,27.0,0,3,1,1,1,1.0,4.0,0,1,1,1,1.0,1
5324.0,0,35.0,15.0,4,3,4,3,2,4.0,1.0,0,1,1,0,1.0,1
6560.0,2,24.0,48.0,4,3,3,2,1,2.0,3.0,3,1,1,1,1.0,0
2969.0,2,25.0,12.0,3,4,1,1,1,3.0,4.0,0,1,1,2,2.0,0
1206.0,2,25.0,9.0,6,3,4,1,3,4.0,4.0,0,1,1,1,1.0,1
2118.0,2,37.0,9.0,6,3,2,1,3,2.0,2.0,3,3,1,1,1.0,1
629.0,0,32.0,18.0,6,1,4,3,1,3.0,4.0,3,0,0,1,2.0,1
1198.0,1,35.0,6.0,2,0,4,1,2,4.0,4.0,0,1,1,0,1.0,0
2476.0,0,46.0,21.0,9,3,4,0,3,4.0,4.0,3,0,1,1,1.0,1
1138.0,1,25.0,9.0,6,1,2,1,3,4.0,4.0,3,3,1,1,2.0,1
14027.0,2,27.0,60.0,4,3,3,1,2,2.0,4.0,3,0,1,1,1.0,0
7596.0,0,63.0,30.0,9,1,4,0,0,4.0,1.0,3,1,1,1,2.0,1
3077.0,0,40.0,30.0,6,1,4,0,0,2.0,3.0,3,1,1,1,2.0,1
1505.0,0,32.0,18.0,6,3,2,1,2,2.0,4.0,3,0,1,0,1.0,1
3148.0,3,31.0,24.0,6,1,2,0,0,2.0,3.0,3,1,1,1,2.0,1
6148.0,2,31.0,20.0,9,4,4,2,0,4.0,3.0,2,1,0,1,2.0,1
1337.0,3,34.0,9.0,6,4,1,1,0,2.0,4.0,3,0,1,1,2.0,0
433.0,2,24.0,6.0,2,0,1,4,1,2.0,4.0,0,1,0,2,1.0,0
1228.0,1,24.0,12.0,4,3,2,1,3,2.0,4.0,0,3,1,1,1.0,0
790.0,2,66.0,9.0,6,3,2,3,3,3.0,4.0,0,3,1,1,1.0,1
2570.0,0,21.0,27.0,4,3,2,1,3,3.0,3.0,0,1,1,2,1.0,0
250.0,0,41.0,6.0,4,1,2,4,3,2.0,2.0,0,3,0,1,2.0,1
1316.0,0,47.0,15.0,6,1,2,3,1,2.0,2.0,2,3,1,1,2.0,1
1882.0,1,25.0,18.0,6,3,2,1,0,4.0,4.0,0,1,0,2,2.0,0
6416.0,2,59.0,48.0,0,0,4,1,2,3.0,4.0,0,1,1,2,1.0,0
1275.0,3,36.0,24.0,0,1,2,4,3,4.0,2.0,1,1,1,1,2.0,1
6403.0,2,33.0,24.0,6,2,1,1,0,2.0,1.0,3,1,1,1,1.0,1
1987.0,1,21.0,24.0,6,3,2,1,3,4.0,2.0,3,3,1,2,1.0,0
760.0,2,44.0,8.0,6,3,3,1,3,2.0,4.0,0,3,1,1,1.0,1
2603.0,0,28.0,24.0,9,3,2,4,0,4.0,2.0,0,1,1,2,1.0,1
3380.0,0,37.0,4.0,4,1,3,1,3,1.0,1.0,0,1,1,1,1.0,1
3990.0,2,29.0,36.0,1,0,1,0,2,2.0,3.0,0,2,0,1,1.0,1
11560.0,2,23.0,24.0,9,3,2,1,0,4.0,1.0,0,0,1,2,2.0,0
4380.0,1,35.0,18.0,4,3,2,2,0,4.0,3.0,3,3,1,1,1.0,1
6761.0,0,45.0,6.0,4,1,3,1,2,3.0,1.0,3,0,1,1,2.0,1
4280.0,2,26.0,30.0,0,4,2,2,0,4.0,4.0,0,3,1,2,2.0,0
2325.0,1,32.0,24.0,4,0,3,2,0,3.0,2.0,3,1,0,1,1.0,1
1048.0,2,23.0,10.0,6,0,2,1,3,4.0,4.0,3,3,2,1,1.0,1
3160.0,0,41.0,21.0,6,3,4,0,1,3.0,4.0,3,1,1,1,1.0,1
2483.0,1,22.0,24.0,3,0,2,3,3,4.0,4.0,3,1,2,1,1.0,1
14179.0,1,30.0,39.0,3,1,3,0,1,4.0,4.0,3,0,1,1,2.0,1
1797.0,1,28.0,13.0,0,1,1,1,1,1.0,3.0,3,3,0,1,2.0,1
2511.0,1,23.0,15.0,4,3,0,1,0,4.0,1.0,0,1,1,2,1.0,1
1274.0,1,37.0,12.0,4,3,1,1,3,1.0,3.0,0,3,1,1,1.0,0
5248.0,0,26.0,21.0,9,3,2,0,0,3.0,1.0,3,1,1,1,1.0,1
3029.0,0,33.0,15.0,9,3,3,1,0,2.0,2.0,3,1,1,1,1.0,1
428.0,1,49.0,6.0,3,3,4,1,1,1.0,2.0,0,1,0,1,1.0,1
976.0,1,23.0,18.0,4,3,1,1,0,2.0,1.0,0,3,1,1,1.0,0
841.0,2,23.0,12.0,0,3,3,2,3,4.0,2.0,0,3,1,2,1.0,1
5771.0,0,25.0,30.0,6,1,3,1,0,2.0,4.0,0,1,1,1,2.0,1
1555.0,0,55.0,12.0,7,2,4,4,2,4.0,4.0,3,1,1,0,2.0,0
1285.0,1,32.0,24.0,4,3,3,0,2,4.0,4.0,0,1,1,2,1.0,0
1299.0,3,74.0,6.0,4,1,2,1,3,1.0,1.0,3,2,1,1,3.0,1
1271.0,3,39.0,15.0,6,1,2,0,2,4.0,3.0,3,1,1,0,2.0,0
1393.0,0,31.0,24.0,4,3,2,1,3,2.0,2.0,3,1,1,1,1.0,1
691.0,1,35.0,12.0,4,1,4,1,1,3.0,4.0,3,1,1,1,2.0,0
5045.0,0,59.0,15.0,4,1,4,0,0,4.0,1.0,0,1,1,1,1.0,1
2124.0,1,24.0,18.0,3,1,2,1,3,4.0,4.0,0,1,1,2,2.0,0
2214.0,1,24.0,12.0,6,3,2,1,1,3.0,4.0,3,3,1,1,1.0,1
12680.0,0,30.0,21.0,4,1,4,0,2,4.0,4.0,3,0,1,0,1.0,0
2463.0,0,27.0,24.0,4,1,3,2,1,3.0,4.0,2,1,1,1,2.0,1
1155.0,2,40.0,12.0,6,3,4,1,3,3.0,3.0,2,3,0,1,2.0,1
3108.0,1,31.0,30.0,3,3,1,1,1,4.0,2.0,1,3,1,1,1.0,0
2901.0,0,31.0,10.0,9,3,1,0,3,4.0,1.0,0,1,1,2,1.0,1
3617.0,2,28.0,12.0,3,1,4,1,0,4.0,1.0,3,1,1,2,3.0,1
1655.0,0,63.0,12.0,6,1,4,1,3,4.0,2.0,3,3,1,1,2.0,1
2812.0,1,26.0,24.0,9,3,4,0,3,4.0,2.0,0,1,1,2,1.0,1
8065.0,1,25.0,36.0,2,1,2,1,2,2.0,3.0,0,0,1,1,2.0,0
3275.0,0,36.0,21.0,9,1,4,1,0,4.0,1.0,3,0,1,1,1.0,1
2223.0,0,52.0,24.0,6,1,4,2,1,4.0,4.0,3,1,0,1,2.0,1
1480.0,3,66.0,12.0,4,1,0,3,2,4.0,2.0,3,2,0,0,3.0,1
1371.0,1,25.0,24.0,4,3,2,0,3,4.0,4.0,0,1,1,2,1.0,0
3535.0,0,37.0,36.0,4,1,3,1,0,4.0,4.0,3,1,1,1,2.0,1
3509.0,1,25.0,18.0,6,3,3,1,3,1.0,4.0,0,1,1,1,1.0,1
5711.0,0,38.0,36.0,9,1,4,4,0,2.0,4.0,3,0,1,1,2.0,1
3872.0,2,67.0,18.0,7,3,0,1,0,4.0,2.0,0,1,1,1,1.0,1
4933.0,2,25.0,39.0,6,1,3,1,3,2.0,2.0,3,1,1,1,2.0,0
1940.0,0,60.0,24.0,4,1,4,4,3,4.0,4.0,3,1,1,1,1.0,1
1410.0,2,31.0,12.0,8,4,2,1,3,2.0,2.0,3,3,1,1,1.0,1
836.0,2,23.0,12.0,4,3,1,2,1,2.0,4.0,0,3,0,1,1.0,0
6468.0,2,60.0,20.0,9,3,0,0,3,4.0,1.0,1,0,1,1,1.0,1
1941.0,2,35.0,18.0,0,3,2,4,1,2.0,4.0,3,3,1,1,1.0,1
2675.0,0,40.0,22.0,6,3,4,3,0,4.0,3.0,3,1,1,1,1.0,1
2751.0,0,38.0,48.0,9,1,4,0,0,3.0,4.0,3,1,1,1,2.0,1
6224.0,2,50.0,48.0,2,2,4,1,2,4.0,4.0,3,1,1,0,1.0,0
5998.0,1,27.0,40.0,2,1,2,1,2,3.0,4.0,3,1,0,1,1.0,0
1188.0,2,39.0,21.0,0,3,4,1,1,4.0,2.0,0,1,1,1,1.0,0
6313.0,0,41.0,24.0,9,3,4,0,0,4.0,3.0,3,0,1,1,1.0,1
1221.0,0,27.0,6.0,3,1,2,0,1,2.0,1.0,2,1,1,1,2.0,1
2892.0,3,51.0,24.0,3,3,4,1,2,4.0,3.0,1,1,1,0,1.0,1
3062.0,0,32.0,24.0,3,3,4,3,2,3.0,4.0,3,1,1,2,1.0,1
2301.0,0,22.0,9.0,3,3,1,2,1,4.0,2.0,0,1,1,2,1.0,1
7511.0,1,51.0,18.0,9,3,4,0,1,4.0,1.0,3,1,1,0,1.0,0
1258.0,0,22.0,12.0,3,1,1,1,1,4.0,2.0,0,3,1,2,2.0,1
717.0,0,54.0,24.0,4,2,4,0,0,4.0,4.0,2,1,1,1,2.0,1
1549.0,2,35.0,9.0,4,3,1,0,3,2.0,4.0,3,2,1,1,1.0,1
1597.0,0,54.0,24.0,2,1,4,1,2,4.0,4.0,3,1,1,0,2.0,1
1795.0,2,48.0,18.0,6,1,4,1,3,4.0,3.0,0,3,0,2,2.0,1
4272.0,1,24.0,20.0,3,1,4,1,1,4.0,1.0,0,1,1,1,2.0,1
976.0,0,35.0,12.0,6,1,4,0,0,4.0,4.0,3,1,1,1,2.0,1
7472.0,2,24.0,12.0,4,3,0,0,3,2.0,1.0,0,2,1,2,1.0,1
9271.0,1,24.0,36.0,4,3,3,1,0,1.0,2.0,3,1,1,1,1.0,0
590.0,2,26.0,6.0,6,3,1,1,3,3.0,3.0,2,3,1,1,1.0,1
930.0,0,65.0,12.0,6,1,4,0,3,4.0,4.0,3,1,1,1,4.0,1
9283.0,2,55.0,42.0,9,0,0,1,2,2.0,1.0,3,0,0,0,1.0,1
1778.0,2,26.0,15.0,4,4,1,1,3,1.0,2.0,0,2,1,2,2.0,0
907.0,2,26.0,8.0,0,3,1,1,3,2.0,3.0,2,1,1,1,1.0,1
484.0,2,28.0,6.0,6,3,3,1,3,3.0,3.0,2,3,0,1,1.0,1
9629.0,1,24.0,36.0,9,1,3,1,0,4.0,4.0,3,1,1,1,2.0,0
3051.0,1,54.0,48.0,1,3,2,1,0,4.0,3.0,3,1,1,1,1.0,0
3931.0,1,46.0,48.0,4,3,3,1,2,4.0,4.0,3,1,1,0,1.0,0
7432.0,2,54.0,36.0,4,2,2,1,1,2.0,2.0,0,1,1,2,1.0,1
1338.0,0,62.0,6.0,1,3,2,3,3,4.0,1.0,1,1,1,1,1.0,1
1554.0,0,24.0,6.0,6,1,3,1,0,2.0,1.0,0,1,1,2,2.0,1
15857.0,1,43.0,36.0,5,3,0,1,0,3.0,2.0,1,0,1,1,1.0,1
1345.0,1,26.0,18.0,6,3,2,1,3,3.0,4.0,2,1,0,1,1.0,0
1101.0,0,27.0,12.0,4,3,2,1,3,2.0,3.0,2,1,1,1,2.0,1
3016.0,3,24.0,12.0,6,3,2,1,0,1.0,3.0,2,1,1,1,1.0,1
2712.0,1,41.0,36.0,3,3,4,1,1,2.0,2.0,3,1,0,1,1.0,0
731.0,1,47.0,8.0,4,1,4,1,3,4.0,4.0,3,3,1,1,2.0,1
3780.0,0,35.0,18.0,3,1,1,1,0,2.0,3.0,1,0,1,1,2.0,1
1602.0,1,30.0,21.0,4,1,4,1,0,3.0,4.0,2,1,1,1,2.0,1
3966.0,1,33.0,18.0,4,1,4,1,3,4.0,1.0,0,1,0,2,3.0,0
4165.0,0,36.0,18.0,0,4,2,1,0,2.0,2.0,3,1,2,1,2.0,0
8335.0,1,47.0,36.0,9,3,4,0,2,4.0,3.0,3,1,1,0,1.0,0
6681.0,2,38.0,48.0,0,2,2,0,2,4.0,4.0,3,1,1,0,1.0,1
2375.0,0,44.0,24.0,0,2,2,3,0,2.0,4.0,3,1,1,1,2.0,1
1216.0,1,23.0,18.0,4,3,1,1,0,3.0,4.0,0,1,1,2,1.0,0
11816.0,1,29.0,45.0,0,4,4,1,0,4.0,2.0,3,1,1,2,2.0,0
5084.0,2,42.0,24.0,6,3,4,0,0,4.0,2.0,0,1,1,1,1.0,1
2327.0,3,25.0,15.0,6,3,1,1,3,3.0,2.0,0,3,1,1,1.0,0
1082.0,1,48.0,12.0,4,4,2,1,0,4.0,4.0,3,1,0,1,2.0,0
886.0,0,21.0,12.0,6,3,2,0,0,2.0,4.0,0,1,1,1,1.0,1
601.0,0,23.0,4.0,3,3,1,1,3,3.0,1.0,0,3,1,2,1.0,1
2957.0,1,63.0,24.0,9,1,4,1,1,4.0,4.0,3,1,1,1,2.0,1
2611.0,0,46.0,24.0,6,1,4,1,3,3.0,4.0,2,1,1,1,2.0,1
5179.0,1,29.0,36.0,3,3,3,1,1,2.0,4.0,3,1,1,1,1.0,0
2993.0,0,28.0,21.0,9,2,2,1,3,2.0,3.0,3,3,2,1,2.0,1
1943.0,0,23.0,18.0,7,3,1,1,3,4.0,4.0,0,1,1,1,1.0,0
1559.0,0,50.0,24.0,0,0,3,1,0,4.0,4.0,3,1,0,1,1.0,1
3422.0,0,47.0,18.0,3,3,4,1,1,4.0,4.0,3,1,0,1,3.0,1
3976.0,2,35.0,21.0,3,3,3,0,0,3.0,2.0,3,1,1,1,1.0,1
6761.0,0,68.0,18.0,4,3,2,0,0,4.0,2.0,3,1,1,2,2.0,0
1249.0,0,28.0,24.0,4,3,1,1,3,2.0,4.0,2,1,1,1,1.0,1
1364.0,1,59.0,9.0,6,3,3,1,3,4.0,3.0,3,1,1,1,1.0,1
709.0,1,57.0,12.0,6,3,4,1,3,4.0,4.0,3,3,2,1,1.0,0
2235.0,1,33.0,20.0,4,1,2,1,1,2.0,4.0,2,1,0,2,2.0,0
4042.0,0,43.0,24.0,9,1,3,0,1,4.0,3.0,3,1,1,1,2.0,1
1471.0,0,35.0,15.0,6,1,2,1,2,4.0,4.0,3,1,1,0,2.0,1
1442.0,1,32.0,18.0,4,0,3,1,2,4.0,4.0,3,3,1,0,2.0,0
10875.0,0,45.0,36.0,4,2,4,1,0,2.0,2.0,3,1,1,1,2.0,1
1474.0,0,33.0,24.0,4,3,1,2,3,3.0,4.0,2,1,1,1,1.0,1
894.0,0,40.0,10.0,8,3,3,0,1,3.0,4.0,0,1,1,1,1.0,1
3343.0,0,28.0,15.0,3,1,2,1,2,2.0,4.0,3,1,1,0,1.0,1
3959.0,1,29.0,15.0,4,3,2,1,1,2.0,3.0,0,1,1,1,1.0,0
3577.0,0,26.0,9.0,4,3,2,2,3,2.0,1.0,3,1,1,2,1.0,1
5804.0,0,27.0,24.0,9,1,2,4,3,2.0,4.0,3,1,1,1,2.0,1
2169.0,0,28.0,18.0,0,2,2,1,0,2.0,4.0,2,1,1,1,1.0,0
2439.0,1,35.0,24.0,6,3,1,1,3,4.0,4.0,0,1,1,1,1.0,0
4526.0,0,32.0,27.0,3,1,1,4,3,2.0,4.0,3,3,2,1,2.0,1
2210.0,0,25.0,10.0,3,3,2,1,3,2.0,2.0,3,3,0,2,1.0,0
2221.0,0,20.0,15.0,3,3,2,3,0,4.0,2.0,0,1,1,2,1.0,1
2389.0,1,27.0,18.0,6,3,1,1,0,1.0,4.0,0,1,2,1,1.0,1
3331.0,0,42.0,12.0,3,1,4,1,1,4.0,2.0,3,1,2,1,1.0,1
7409.0,0,37.0,36.0,0,3,4,0,1,2.0,3.0,3,1,1,1,2.0,1
652.0,1,24.0,12.0,3,3,4,1,1,4.0,4.0,0,1,1,2,1.0,1
7678.0,0,40.0,36.0,3,2,3,3,0,4.0,2.0,0,1,1,1,2.0,1
1343.0,3,46.0,6.0,4,1,4,1,3,4.0,1.0,3,1,1,1,2.0,1
1382.0,1,26.0,24.0,0,1,3,2,3,1.0,4.0,3,1,1,1,2.0,1
874.0,0,24.0,15.0,1,3,1,0,3,1.0,4.0,0,1,1,1,1.0,1
3590.0,1,29.0,12.0,3,3,2,1,1,2.0,2.0,3,3,1,1,1.0,1
1322.0,2,40.0,11.0,4,1,2,4,0,4.0,4.0,0,1,1,1,2.0,1
1940.0,1,36.0,18.0,6,0,1,1,2,4.0,3.0,3,0,0,0,1.0,1
3595.0,0,28.0,36.0,6,3,4,1,0,2.0,4.0,3,1,1,1,1.0,1
1422.0,1,27.0,9.0,4,3,1,1,2,2.0,3.0,3,0,1,0,1.0,0
6742.0,0,36.0,30.0,6,1,3,0,1,3.0,2.0,3,1,1,1,2.0,1
7814.0,0,38.0,24.0,9,3,3,1,0,3.0,3.0,3,0,1,1,1.0,1
9277.0,0,48.0,24.0,9,3,2,0,2,4.0,2.0,1,1,1,0,1.0,1
2181.0,2,36.0,30.0,4,1,4,0,3,4.0,4.0,3,1,1,1,2.0,1
1098.0,0,65.0,18.0,6,1,0,1,0,4.0,4.0,0,2,1,1,2.0,1
4057.0,2,43.0,24.0,3,3,3,1,0,3.0,3.0,1,1,1,1,1.0,0
795.0,1,53.0,12.0,2,3,1,1,1,4.0,4.0,0,1,1,1,1.0,0
2825.0,2,34.0,24.0,0,1,3,0,2,3.0,4.0,3,1,1,1,2.0,1
15672.0,2,23.0,48.0,0,3,2,1,0,2.0,2.0,3,1,1,1,1.0,0
